fips,region_id,county_name,adequacy_ratio,deficit_severity,contention_ratio,concentration,net_summer_gen_mw,inbound_thermal_sum,import_proxy_raw,import_proxy,peak_base,existing_load_adj,peak_adj,deliverable,queue_mw_active,contention,operating_dc_load_mw,import_cap_binding,frac_lines_lookup,frac_plants_county_fallback,frac_thermal_status_unknown,n_boundary_lines,n_op_plants,n_operating_dc
51185,6ce0e139-8e5c-4171-8bd8-b352e7b48f69,Tazewell,0.0,-0.5,0.22806066204226746,0.0,0.0,3850,1925.0,51.302139944816915,102.60427988963383,0.0,102.60427988963383,0.0,180.0,23.400000000000002,0.0,True,1.0,0.0,0.025974025974025976,15,0,0
51187,7422a9e0-45cf-4587-a0d7-f7d37629f620,Warren,11.420384796051538,11.420384796051538,0.021452350051910603,0.0,1372.5,5000,2500.0,57.569450293862225,115.13890058772445,0.0,115.13890058772445,1314.9305497061378,19.0,2.47,0.0,True,1.0,0.0,0.005,8,5,0
51191,e27f4701-3d5c-42e4-a951-11d6da74967e,Washington,1.221901559975426,1.221901559975426,0.18991196685280967,0.0,250.0,3025,1512.5,72.59416153951561,145.18832307903122,0.0,145.18832307903122,177.40583846048438,212.1,27.573,0.0,True,1.0,0.0,0.0,17,5,0
51193,8d50b78d-b2a6-4de6-865f-9d5397ea83c4,Westmoreland,0.5179543423667953,0.5179543423667953,0.42848775806602313,0.0,55.9,1600,800.0,27.457027134453632,54.914054268907265,0.0,54.914054268907265,28.442972865546366,181.0,23.53,0.0,True,1.0,0.0,0.0,4,4,0
51195,25971d9f-f002-4246-9288-bc71c554fae8,Wise,5.990031166891764,5.990031166891764,0.08505858139446726,0.02297449858426611,613.0,1600,800.0,47.22627551676157,92.28255103352313,2.17,94.45255103352314,565.7737244832384,61.8,8.034,2.17,True,1.0,0.0,0.0,15,2,1
51197,967e051a-656c-4edb-bf30-c16ea9e4a4ca,Wythe,0.0,-0.2286254159968946,1.0622415341633558,0.0,20.0,12375,6187.5,36.849434654077875,73.69886930815575,0.0,73.69886930815575,0.0,602.2,78.28600000000002,0.0,True,1.0,0.0,0.0,15,1,0
51199,56dba397-4fb7-4c02-be7f-4b73d6644fd5,York,0.0,-0.5,0.08406020937681812,0.0,0.0,6680,3340.0,102.84295107149819,205.68590214299638,0.0,205.68590214299638,0.0,133.0,17.29,0.0,True,1.0,0.0,0.0,23,0,0
51510,29fa9344-a87b-44f1-8eb0-fddf1d869597,Alexandria,0.0,-0.4354234801916779,0.0,0.0,29.0,3225,1612.5,224.53981792514261,449.07963585028523,0.0,449.07963585028523,0.0,0.0,0.0,0.0,True,1.0,0.0,0.007751937984496124,9,2,0
51520,8782637a-832a-458d-8f27-dbc5d97a37dd,Bristol,0.0,-0.5,0.0,0.0,0.0,900,450.0,25.85181566406525,51.7036313281305,0.0,51.7036313281305,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,11,0,0
51530,07461082-c783-44d9-b8e1-f623cd923d25,Buena Vista,0.0,-0.5,0.0,0.0,0.0,385,192.5,9.472313565023894,18.944627130047788,0.0,18.944627130047788,0.0,0.0,0.0,0.0,True,1.0,0.0,0.06493506493506493,4,0,0
51540,3afdd1c0-e5d4-49fd-b9d3-d87ff5a02298,Charlottesville,0.0,-0.5,0.0,0.0,0.0,2400,1200.0,65.13111592015682,130.26223184031363,0.0,130.26223184031363,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,6,0,0
51550,ed25a91d-ef87-4c38-adf1-c117b931ed34,Chesapeake,0.0,-0.12027087433256443,0.5350938254581992,0.0,279.9,9250,4625.0,368.552187704894,737.104375409788,0.0,737.104375409788,0.0,3034.0,394.42,0.0,True,1.0,0.0,0.0,23,9,0
51570,5fdde10c-b8f1-497b-9028-e268147d3525,Colonial Heights,0.0,-0.5,0.0,0.0,0.0,120,60.0,26.628566872616688,53.257133745233375,0.0,53.257133745233375,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,1,0,0
51580,4fc9bbd0-a7a2-4518-aa5b-8a25f2c8595f,Covington,9.256546846466017,9.256546846466017,0.0,0.0,156.5,1050,525.0,8.020255653089334,16.04051130617867,0.0,16.04051130617867,148.47974434691065,0.0,0.0,0.0,True,1.0,0.0,0.14285714285714285,7,4,0
51590,42528b6c-0f83-4725-861a-933f38fd6cad,Danville,0.0,-0.38273515807516784,0.0,0.0,15.0,1600,800.0,63.95778885548296,127.91557771096592,0.0,127.91557771096592,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,17,4,0
51595,68755ea2-6b3d-40e4-a0a1-027cceb9fbe4,Emporia,6.002423039058982,6.002423039058982,0.9484021895993345,0.0,102.5,385,192.5,7.8816772904730605,15.763354580946121,0.0,15.763354580946121,94.61832270952695,115.0,14.950000000000001,0.0,True,1.0,0.0,0.0,4,3,0
51600,79c467ec-0125-4120-9eff-3d16e204c0f2,Fairfax,0.0,-1.0,0.0,0.3298391141800796,0.0,0,0.0,0.0,72.7337006413486,35.798,108.5317006413486,0.0,0.0,0.0,35.798,False,1.0,0.0,0.0,0,0,5
51610,5db48107-24c4-41fb-940b-14f5988cc53a,Falls Church,0.0,-0.5,0.0,0.0,0.0,800,400.0,21.46324925054757,42.92649850109514,0.0,42.92649850109514,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,2,0,0
51620,3b228d40-041f-46c7-be27-3bea293f1656,Franklin,0.0,-0.23435111404551232,0.0,0.0,6.4,400,200.0,12.045975606117318,24.091951212234637,0.0,24.091951212234637,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,1,4,0
51630,8b5b5908-075b-44d7-9a2c-0a1610d6fdd9,Fredericksburg,0.0,-0.5,0.0,0.0,0.0,1160,580.0,41.90413975396194,83.80827950792388,0.0,83.80827950792388,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,5,0,0
51640,686f9751-7193-4a19-97af-5f76b1239424,Galax,0.0,-0.5,0.0,0.0,0.0,150,75.0,8.810171139479428,17.620342278958855,0.0,17.620342278958855,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,4,0,0
51650,dc3c91df-8843-4f1c-82ba-c99e917e1bce,Hampton,0.0,-0.4879490762079442,0.04214208050081903,0.0,4.8,2720,1360.0,199.15485662452966,398.3097132490593,0.0,398.3097132490593,0.0,129.12,16.785600000000002,0.0,True,1.0,0.0,0.0,11,6,0
51660,7e40423b-359a-40eb-9860-ed8acc2ce499,Harrisonburg,0.0,-0.2834719050657653,0.0,0.0,32.0,2195,1097.5,73.89341325364555,147.7868265072911,0.0,147.7868265072911,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,9,9,0
51670,890a3b18-87c3-4a26-bcbb-d2c682ba9403,Hopewell,3.2689293592781286,3.2689293592781286,0.031274094683371716,0.0,470.0,1720,860.0,62.351924803655656,124.70384960731131,0.0,124.70384960731131,407.6480751963443,30.0,3.9000000000000004,0.0,True,1.0,0.0,0.3023255813953488,5,6,0
51678,8393e0b6-e80c-48cb-9bfb-74f75be552de,Lexington,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,21.75347941561293,0.0,21.75347941561293,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0,0,0
51680,6c845868-e99d-4eee-ae76-550538cfe959,Lynchburg,0.0,-0.4521186261983528,0.012449157188428279,0.0,10.0,1700,850.0,104.42473978948343,208.84947957896685,0.0,208.84947957896685,0.0,20.0,2.6,0.0,True,1.0,0.0,0.0,16,4,0
51683,7ac4a2ac-347a-4f1e-b2b6-54866a41fe9e,Manassas,0.0,-0.18832281732916792,0.0,0.1842766736447926,47.5,1960,980.0,76.20063745597574,124.31727491195149,28.084,152.40127491195148,0.0,0.0,0.0,28.084,True,1.0,0.0,0.40816326530612246,7,26,5
51685,cf0590c6-d246-4d82-8a4b-151f2a7cf593,Manassas Park,0.0,-0.5,0.0,0.0,0.0,640,320.0,23.570933813421686,47.14186762684337,0.0,47.14186762684337,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,3,0,0
51690,e767eefa-8ef8-4757-8e1c-c18d7e996a9c,Martinsville,0.0,-0.5,0.0,0.0,0.0,100,50.0,18.096533612720187,36.19306722544037,0.0,36.19306722544037,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,4,0,0
51700,94b1f091-0e14-44f4-a537-703b9ca99a01,Newport News,0.0,-0.5,0.0,0.0,0.0,5760,2880.0,265.816889869664,531.633779739328,0.0,531.633779739328,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,20,0,0
51710,a13b12cb-9307-484d-a6e3-7ebe4395b11e,Norfolk,0.0,-0.4986029336545913,0.0,0.0,0.94,1840,920.0,336.4192413227833,672.8384826455666,0.0,672.8384826455666,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,6,1,0
51720,92a7e879-b4e7-4842-980c-a2a4f528990c,Norton,0.0,-0.5,0.0,0.0,0.0,825,412.5,4.5793146835762935,9.158629367152587,0.0,9.158629367152587,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,7,0,0
51730,2ac3ecaa-b31e-420c-a48f-336be8faf25c,Petersburg,0.0,-0.5,0.0,0.0,0.0,2320,1160.0,48.0879682153519,96.1759364307038,0.0,96.1759364307038,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,10,0,0
51735,3cf88798-807a-466d-95e3-cf81ea54a526,Poquoson,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,37.777050717984096,0.0,37.777050717984096,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0,0,0
51740,e697688a-49ca-4c53-a2e4-f17a0dab1f7f,Portsmouth,0.0,-0.5,0.0,0.0,0.0,2810,1405.0,141.13316864830335,282.2663372966067,0.0,282.2663372966067,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,11,0,0
51750,0f1342c9-151c-4325-bf64-4054f13e4ee7,Radford,0.0,-0.5,0.0,0.0,0.0,500,250.0,22.255886793792012,44.511773587584024,0.0,44.511773587584024,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,5,0,0
51760,04e594ca-a77a-4608-8690-1884089be36f,Richmond,0.0,-0.41856022262032416,0.0,0.0,55.0,2395,1197.5,337.6728287430573,675.3456574861146,0.0,675.3456574861146,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,13,2,0
51770,02a98a87-b6fe-4eed-868e-493d386ab680,Roanoke,0.0,-0.5,0.0,0.0,0.0,1650,825.0,127.42511035010737,254.85022070021475,0.0,254.85022070021475,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,16,0,0
51775,b16ff5b1-cfaa-4202-b806-863e355a18e1,Salem,0.0,-0.5,0.0,0.0,0.0,600,300.0,33.74860652004071,67.49721304008142,0.0,67.49721304008142,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,9,0,0
51790,f636b42a-c604-471b-b801-d355be06997c,Staunton,0.0,-0.5,0.0,0.0,0.0,760,380.0,38.083919468786945,76.16783893757389,0.0,76.16783893757389,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,4,0,0
51800,bc71c2ef-530f-4967-855c-f13a0c1a0068,Suffolk,0.0,-0.3145684570701228,0.16533738130755032,0.0,53.8,10265,5132.5,145.06701273673008,290.13402547346016,0.0,290.13402547346016,0.0,369.0,47.97,0.0,True,1.0,0.0,0.0,17,4,0
51810,3fd0bc49-9d74-4d7f-9bb4-34ec82d6d24c,Virginia Beach,0.0,-0.48665057065585504,0.10847397379512508,0.003318395078445122,17.6,3320,1660.0,659.2042081453973,1314.0334162907945,4.375,1318.4084162907945,0.0,1100.1,143.013,4.375,True,1.0,0.0,0.0,9,1,1
51820,da49a217-115b-4fc7-a899-f02e8668963e,Waynesboro,0.0,-0.5,0.0,0.0,0.0,360,180.0,33.58150843280039,67.16301686560078,0.0,67.16301686560078,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,3,0,0
51830,01c37f6f-ba95-4123-9ac9-c779f6a0e13d,Williamsburg,0.0,-0.5,0.05669409870100156,0.0,0.0,1840,920.0,22.930076141717272,45.860152283434545,0.0,45.860152283434545,0.0,20.0,2.6,0.0,True,1.0,0.0,0.0,6,0,0
51840,cc1383e5-1c45-4476-8965-ae5dc5c24d18,Winchester,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,75.70533893476055,0.0,75.70533893476055,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0,0,0
